boundary,z,true_x,estimated_x,queries
0,-0.2803347280334728,-0.4650521843027953,-0.46502685546875,22944
0,-0.2719665271966528,-0.46881410523259065,-0.46881103515625,22944
0,-0.2635983263598327,-0.4725969737706199,-0.47259521484375,22944
0,-0.2552301255230126,-0.4764005896772705,-0.47637939453125,22944
0,-0.2468619246861925,-0.4802247225141131,-0.48028564453125,22944
0,-0.2384937238493724,-0.48406911112978374,-0.48406982421875,22944
0,-0.2301255230125524,-0.48793346322220704,-0.48797607421875,22944
0,-0.2217573221757323,-0.4918174549824704,-0.49176025390625,22944
0,-0.2133891213389122,-0.49572073082544377,-0.49566650390625,22944
0,-0.20502092050209209,-0.49964290321197,-0.49969482421875,22944
0,-0.1966527196652721,-0.5035835525671305,-0.50360107421875,22944
0,-0.18828451882845199,-0.5075422272987152,-0.50750732421875,22944
0,-0.17991631799163188,-0.5115184439196091,-0.51153564453125,22944
0,-0.17154811715481177,-0.5155116872773277,-0.51556396484375,22944
0,-0.16317991631799167,-0.5195214108934181,-0.51947021484375,22944
0,-0.15481171548117167,-0.5235470374148771,-0.52349853515625,22944
0,-0.14644351464435157,-0.5275879591791256,-0.52764892578125,22944
0,-0.13807531380753146,-0.5316435388934428,-0.53167724609375,22944
0,-0.12970711297071136,-0.5357131104290785,-0.53570556640625,22944
0,-0.12133891213389125,-0.5397959797295615,-0.53985595703125,22944
0,-0.11297071129707126,-0.5438914258319961,-0.54388427734375,22944
0,-0.10460251046025115,-0.547998701999396,-0.54803466796875,22944
0,-0.09623430962343105,-0.552117036961354,-0.55206298828125,22944
0,-0.08786610878661094,-0.5562456362596008,-0.55621337890625,22944
0,-0.07949790794979084,-0.5603836836942577,-0.56036376953125,22944
0,-0.07112970711297084,-0.5645303428658596,-0.56451416015625,22944
0,-0.06276150627615074,-0.5686847588075211,-0.56866455078125,22944
0,-0.05439330543933063,-0.5728460597009353,-0.57281494140625,22944
0,-0.046025104602510525,-0.5770133586692624,-0.57696533203125,22944
