geometry,seed,method,budget,n_boundaries,slope,curvature,dH,R_pi,C_D
1,27,active,10000,3,0.7667492475135609,0.06213843437699293,8.687664524522493e-05,4.9750934384736417e-05,15.800695013161963
1,27,uniform,10000,3,0.7667492475135609,0.06213843437699293,0.05500757644300868,0.033625412777283724,83.51314357497776
1,28,active,10000,3,0.7667492475135609,0.06213843437699293,0.000123873004727236,4.9750934384736417e-05,15.800990984037819
1,28,uniform,10000,3,0.7667492475135609,0.06213843437699293,0.0784325149472242,0.04360047512142337,83.96202138046405
1,29,active,10000,3,0.7667492475135609,0.06213843437699293,8.565781598605937e-05,3.731320078855231e-05,15.800685262527889
1,29,uniform,10000,3,0.7667492475135609,0.06213843437699293,0.05423585185055803,0.03115652265844118,83.40204351962986
2,0,active,10000,5,0.5541655833642471,0.031146683317341682,0.00012160568936255174,0.0001430339363561172,23.0009728455149
2,0,uniform,10000,5,0.5541655833642471,0.031146683317341682,0.07699692172317163,0.0955342317522901,122.29904042885306
2,1,active,10000,5,0.5541655833642471,0.031146683317341682,0.00011279182187542286,0.0001927848707408536,23.000902334575002
2,1,uniform,10000,5,0.5541655833642471,0.031146683317341682,0.07141625630740785,0.07739379730225558,121.4827208786015
2,2,active,10000,5,0.5541655833642471,0.031146683317341682,0.00022732738134246568,0.0001679094035484854,23.00181861905074
2,2,uniform,10000,5,0.5541655833642471,0.031146683317341682,0.14393659275736553,0.10536626016007364,122.74148170720332
2,3,active,10000,5,0.5541655833642471,0.031146683317341682,9.760643825417956e-05,0.00015547166995230128,23.000780851506033
2,3,uniform,10000,5,0.5541655833642471,0.031146683317341682,0.06180134601699863,0.07570226553317455,121.40660194899286
2,4,active,10000,5,0.5541655833642471,0.031146683317341682,0.00014255641618323225,0.00012437733596184103,23.001140451329466
2,4,uniform,10000,5,0.5541655833642471,0.031146683317341682,0.0902622671318507,0.09262380209078301,122.16807109408524
2,5,active,10000,5,0.5541655833642471,0.031146683317341682,0.00015758019853969601,0.0001927848707408536,23.001260641588317
2,5,uniform,10000,5,0.5541655833642471,0.031146683317341682,0.09977485655219126,0.10608764870865231,122.77394419188936
2,6,active,10000,5,0.5541655833642471,0.031146683317341682,6.612498869929505e-05,9.328300197138078e-05,23.000528999909594
2,6,uniform,10000,5,0.5541655833642471,0.031146683317341682,0.04186827611037326,0.049147704305321484,120.21164669373947
2,7,active,10000,5,0.5541655833642471,0.031146683317341682,0.00013784712387641083,0.00012437733596184103,23.00110277699101
2,7,uniform,10000,5,0.5541655833642471,0.031146683317341682,0.08728049043190497,0.08369350936872283,121.76620792159252
2,8,active,10000,5,0.5541655833642471,0.031146683317341682,0.000185697724963926,0.0001430339363561172,23.001485581799713
2,8,uniform,10000,5,0.5541655833642471,0.031146683317341682,0.11757799547183241,0.09843222368020099,122.42945006560905
2,9,active,10000,5,0.5541655833642471,0.031146683317341682,8.805426705912368e-05,0.00014925280315420924,23.000704434136473
2,9,uniform,10000,5,0.5541655833642471,0.031146683317341682,0.05575320976903907,0.0700306590133146,121.15137965559916
2,10,active,10000,5,0.5541655833642471,0.031146683317341682,0.00017906708858849568,0.0002052226043370377,23.00143253670871
2,10,uniform,10000,5,0.5541655833642471,0.031146683317341682,0.1133796837591533,0.1288797955236597,123.79959079856468
2,11,active,10000,5,0.5541655833642471,0.031146683317341682,0.0001088869033981088,0.00012437733596184103,23.000871095227186
2,11,uniform,10000,5,0.5541655833642471,0.031146683317341682,0.06894378397564126,0.09335140950615979,122.20081342777719
2,12,active,10000,5,0.5541655833642471,0.031146683317341682,0.00012911101296920677,0.0001679094035484854,23.001032888103754
2,12,uniform,10000,5,0.5541655833642471,0.031146683317341682,0.08174905805228791,0.0852793204022363,121.83756941810063
2,13,active,10000,5,0.5541655833642471,0.031146683317341682,0.00019136207883855422,0.00021144147113512975,23.001530896630708
2,13,uniform,10000,5,0.5541655833642471,0.031146683317341682,0.12116448730606505,0.12136740443156448,123.4615331994204
2,14,active,10000,5,0.5541655833642471,0.031146683317341682,0.0001156194517841734,0.00022387920473131387,23.000924955614273
2,14,uniform,10000,5,0.5541655833642471,0.031146683317341682,0.07320662318816173,0.1269768222834435,123.71395700275495
2,15,active,10000,5,0.5541655833642471,0.031146683317341682,0.00021963132403838084,0.0002176603379332218,23.001757050592307
2,15,uniform,10000,5,0.5541655833642471,0.031146683317341682,0.13906368981239942,0.11716345047605425,123.27235527142244
2,16,active,10000,5,0.5541655833642471,0.031146683317341682,7.027001881033945e-05,8.084526837519668e-05,23.000562160150483
2,16,uniform,10000,5,0.5541655833642471,0.031146683317341682,0.044492779623933575,0.044657682477099024,120.00959571146946
2,17,active,10000,5,0.5541655833642471,0.031146683317341682,6.609930129845322e-05,9.328300197138078e-05,23.00052879441039
2,17,uniform,10000,5,0.5541655833642471,0.031146683317341682,0.04185201165102253,0.06653565587278686,120.9941045142754
2,18,active,10000,5,0.5541655833642471,0.031146683317341682,0.00014943602454336492,0.00013059620275993308,23.00119548819635
2,18,uniform,10000,5,0.5541655833642471,0.031146683317341682,0.09461822012359153,0.07870597819665301,121.54176901884938
2,19,active,10000,5,0.5541655833642471,0.031146683317341682,0.0001138997285505261,0.0002052226043370377,23.000911197828405
